"Name","Price","Image","Screen","CPU","RAM","Graphics","OS","Weight","Link"
"Masstel L133 Pro/Celeron N4100/4GB/64GB+128GB SSD","6.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/16/636567900808432072_Masstel-L133-gold.png","13.3 inchs IPS FHD","Intel Celeron N4100","4 GB DDR4 2400 MHz","Intel (R) UHD Graphics 600 Shared ","Windows 10","1.2 Kg","https://fptshop.com.vn//may-tinh-xach-tay/masstel-l133-pro-celeron-n41004gb-64GB-128gb-ssd"
"Masstel L133","4.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/22/636549179165928759_Masstel-L133.png","13.3 inchs IPS Full HD","Intel Celeron  N3350","3 GB LPDDR3 1600 MHz","Intel (R) HD Graphics Share","Windows 10 (dùng thử)","1.2 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Masstel-L133"
"Masstel L133/Celeron N3350/RAM 3GB/32GB/WIN10_Bạc","5.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/22/636549179165928759_Masstel-L133.png","13.3 inch IPS/Full HD","Intel Celeron N3350 Celeron N3350","3 GB LPDDR3 1600 MHz","Intel (R) HD Graphics 500 Share","Windows 10 bản quyền","1.2 Kg","https://fptshop.com.vn//may-tinh-xach-tay/masstel-l133celeron-n3350ram-3gb32gbwin10-bac"
"Asus Vivobook Flip TP410UA-EC227T","12.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/14/636462723264755496_Asus-TP410UA.png","14.0 inchs Ultra Slim 250nits","Intel Core i3 7100U","4 GB DDR4 2133 MHz","Intel® HD graphics 620 Shared","Windows 10","1.60 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-Flip-TP410UA-EC227T"
"Asus Vivobook Flip TP412UA-EC173T/Core I3-7020U","13.890.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/11/636748444439393703_Flip-TP412UA-EC173T.png","14.0 inches FHD ","Intel Core i3 7020U","4 GB DDR4 2400 MHz ","Intel® HD graphics 620 Shared","Windows 10 64bit ","1.5 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-flip-tp412ua-ec173t-core-i3-7020u"
"Asus Vivobook A510UA-EJ1123T/Core i3 8130U","10.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/13/636724302725194523_A510UA.png","15.6 inchs Anti-Glare","Intel Core i3 8130U","4 GB DDR4 2400 MHz","Intel UHD Graphics 620 Share","Windows 10 (64bit)"," 1.70 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-a510ua-ej1123t-core-i3-8130u"
"Asus Vivobook A510UF-BR485T","11.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/14/636618927103476689_Asus-Vivobook-A510UF-EJ182T.png","15.6 inchs Ultra Slim 200nits Anti-Glare/NTSC:45%/Wide View","Intel Core i3 8130U","4 GB DDR4 2400 MHz","NVIDIA GeForce MX130 GDDR5 2GB","Windows 10 64Bit","1.70 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-A510UF-BR485T"
"Asus Vivobook X507MA-BR208T/Celeron N4000","6.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs Anti-Glare LED Backlit","Intel Celeron N4000","4 GB DDR4 2400 MHz","Intel® UHD Graphics 600  Shared","Windows 10 (64bit)","1.75 Kg (with 3 cell battery)","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br208t-celeron-n4000"
"Asus Vivobook E406SA-BV043T","5.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/17/636621462203915542_Asus-Vivobook-E406SA-white.png","14.0 inchs Ultra Slim 200nits","Intel Celeron N3060","2 GB DDR3 1600 MHz","Intel HD Graphics 500 Shared","Windows 10","1.22 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-E406SA-BV043T"
"Asus Vivobook E406SA-BV001T","5.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/14/636619145416321744_E406.png","14.0 inchs Ultra Slim 200nits","Intel Celeron N3060","2 GB DDR3 1600 MHz","Intel HD Graphics 500 Shared","Windows 10","1.22 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-E406SA-BV001T"
"Asus X541UA-GO1372T/Core i3 7100U","9.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/29/636528302863568598_Asus-X541UA-XX272T.png","15.6 inchs Ultra Slim 200nits/Glare/NTSC:45%","Intel Core i3 7100U","4 GB DDR4 2400MHz","Đồ họa HD Intel® 620  Shared","Windows 10 Home Single Language 64 bit","2.0 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-x541ua-go1372t-core-i3-7100u"
"Asus Vivobook S510UA-BQ222T/Core i3-8130U","12.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/10/26/636446124445950926_Asus-Vivobook-S15-S510UA-BQ111T.png","15.6 inchs Anti-Glare","Intel Core i3 8130U","4 GB DDR4 2400 MHz","Intel® UHD graphics 620 Shared","Windows 10 precision touchpad","1.70 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-S510UA-BQ222TCore-i3-8130U"
"Asus Zenbook UX333FA-A4011T/Core i5-8265U/8GB/256GSSD/WIN10","22.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/12/11/636801318182548756_Asus-Zenbook-UX333FA.png","13.3 inchs FHD","Intel Core i5 8265","8 GB LPDDR3 2133 MHz","Intel UHD Graphics Shared ","Windows 10 Home SL 64","1.19Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux333fa-a4011t-core-i5-8265u"
"Asus ROG GL503GE-EN021T/i7-8750H","29.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/12/636670020536433317_Asus-ROG-GL503GE.png","15.6 inchs Full HD","INTEL Core i7 8750H","8 GB DDR4 2666 MHz","NVIDIA GeForce GTX 1050Ti 4 GB","Windows 10 Home SL","2.50 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-rog-gl503ge-en021t-i7-8750h"
"Asus Vivobook X507UA-BR167T/Core I3-6006U","9.790.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inch HD LED-Backlit,Anti-Glare","Intel Core i3 6006","4 GB DDR4 2133 MHz","Intel® HD graphics 520 share","Windows 10 64Bit","1.68 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-X507UA-BR167TCore-I3-6006U"
"Asus Zephyrus M GM501GS-EI004T/i7-8750H","64.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/7/636612835322671436_GM501GS-EI004T.png","15.6 inchs FHD IPS Non-Glare, 100% sRGB, 300nits LED 144Hz G-sync 3ms","Intel Core i7 8750H","16 GB DDR4  2666 MHz","NVIDIA Geforce GTX 1070 8 GB DDR5","Windows 10 64Bit","2.20 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-Zephyrus-M-GM501GS-EI004Ti7-8750H"
"Asus VIVOBOOK X507UA-EJ234T/Core i3-7020U","10.590.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs FHD","Intel Core i3 7020U","4 GB DDR4 2400 MHz","Intel® HD graphics 2 GB","Windows 10 Home","1.68 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-ej234t-core-i3-7020u"
"Asus Vivobook X507UF-EJ074T/i7-8550U","17.190.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs FHD Anti-Glare Panel with 45% NTSC","Intel Core i7 8550U","4 GB DDR4 2400 MHz","NVIDIA GeForce MX130 2 GB_GDDR5","Windows 10 Home Single Language 64 bit","1.68 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej074t-i7-8550U"
"Asus Vivobook X507MA-BR317T/Celeron N4000/4GB/256GB SSD/WIN10","6.790.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs LED Backlit","Intel Celeron N4000","4 GB DDR4 2400 MHz","Intel UHD Graphics Shared ","Windows 10 Home SL 64","1.73 kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br317t-celeron-n4000"
"Asus Vivobook X507UF-BR204T/Core i3-8130U","11.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs LED Backlit","Intel Core i3 8130U","4 GB DDR4 2400 MHz","NVIDIA GeForce MX130 2 GB","Windows 10 Home","1.68 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-br204t-core-i3-8130u"
"Asus Vivobook X507UF-EJ121T/i5-8250U","14.590.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs LED Backlit","Intel Core i5 8250U","4 GB DDR4 2400 MHz","NVIDIA GeForce MX130 2 GB","Windows 10 Home","1.68 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej121t-i5-8250u"
"Asus TUF FX504GD-E4571T/i5-8300H","19.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/4/17/636595538963218134_ASUS-TUF-FX504.png","15.6 inchs FHD IPS  Non-Glare LED Backlit","Intel Core i5 8300H","8 GB DDR4 2666 MHz","NVIDIA Geforce GTX 1050 4 GB","Windows 10 64Bit","2.2 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Asus-TUF-FX504GD-E4571Ti5-8300H"
"Asus TUF FX504GE-EN047T/i7-8750","26.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/4/17/636595538963218134_ASUS-TUF-FX504.png","15.6 inchs (16:9) FHD (1920x1080) 120Hz Anti-Glare Panel 94% NTSC","Intel Core i7 i7-8750H","8 GB DDR4 2400 MHz","NVIDIA GeForce GTX1050Ti 4 GB DDR5","Windows 10 Home Single Language 64 bit","2.27 kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-fx504ge-en047ti7-8750"
"Asus Vivobook X507UA-EJ736T/Core i3-7020U/4GB/256G SSD/WIN10","10.890.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs Không","Intel Core i3 7020U","4 GB DDR4 2400 MHz","Intel® HD graphics 520 Shared ","Windows 10 Home SL 64"," 1.8Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-ej736t-core-i3-7020u"
"Asus Vivobook X407UA-BV488T/i3-7020U/4G+16GB Optane/1TB/WIN10","10.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778725653892825_Asus-Vivobook-X407UA.png","14.0 inchs Anti - Glare","Intel Core i3 7020U","4GB + 16GB Optane DDR4 2400 MHz","Intel HD Graphics Shared ","Windows 10 Home"," 1.55 KG","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x407ua-bv488t"
"Asus Vivobook X507MA-BR211T/Pentium N5000","7.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png","15.6 inchs Anti-Glare LED Backlit","Intel Pentium N5000","4 GB DDR4 2400 MHz","Intel UHD Graphics 605 Shared","Windows 10 64bit","1.75 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br211t-pentium-n5000"
"Asus Vivobook S430UA-EB099T/Core i5-8250U","16.390.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716692813199993_Asus-S13-14.png","14.0 inchs FHD Anti-Glare","Intel Core i5 8250U","4 GB DDR4 2400 MHz","Intel UHD Graphics 620 Shared","Windows 10 (64bit)","1.40 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s430ua-eb099t-core-i5-8250u"
"Asus Vivobook S530UA-BQ072T/Core i3-8130U","13.390.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png","15.6 inchs FHD Anti-Glare","Intel Core i3 8130U","4 GB DDR4 2400 MHz","Intel UHD Graphics 620 Shared","Windows 10 (64bit)","1.79 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530ua-bq072t-core-i3-8130u"
"Asus Vivobook S530UA-BQ100T/Core i5 8250U","16.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png","15.6 inchs FHD WV 250nits Anti-Glare NTSC 45%","Intel Core i5 8250U","4 GB DDR4 2400 MHz","Intel UHD Graphics 620 Shared","Windows 10 Home Single Language 64 bit","1.79 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530ua-bq100t-core-i5-8250u"
"Asus Vivobook S530UN-BQ026T/Core i5 8250U","18.090.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png","15.6 inchs FHD WV 250nits Anti-Glare NTSC 45%","Intel Core i5 8250U","4 GB DDR4 2400MHz","NVIDIA GeForce MX150 2 GB_GDDR5","Windows 10 Home Single Language 64 bit","1.79 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530un-bq026t-core-i5-8250u"
"Asus ZenBook FLIP UX461UA-E1147T/i5-8250U/4GB/256GB SSD/PEN/WIN10","20.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/21/636784190476009358_Asus-flip-ux461.png","14.0 inchs IPS FHD","Intel Core i5 8250U","4 GB DDR4 2133 MHz","Intel® UHD Graphics 620 Shared ","Windows 10 Home SL 64","1.49 kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-flip-ux461ua-e1147t"
"Asus Zenbook UX331UN-EG129TS/i5-8250U","21.790.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/22/636705290513957859_Zenbook-UX331UN.png","13.3 inchs FullHD Anti-Glare","Intel Core™ i5 8250U ","8 GB LPDDR3 1866 MHz","NVIDIA GEFORCE MX150  2 GB","Windows 10 (64bit)","1.12 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux331un-eg129ts-i5-8250u"
"Asus X542UA-GO1136T/Core i5-8250U","12.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/10/636747694110959294_Asus-X542UA.png","15.6 inches HD LED","Intel Core i5 8250U","4 GB DDR4 2133 MHz","Intel UHD Graphics 620 Shared","Windows 10","2.30 Kg","https://fptshop.com.vn//may-tinh-xach-tay/asus-x542ua-go1136t-core-i5-8250u"
"MSI GF63 8RC-203VN/I5-8300H","21.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png","15.6 inchs IPS 45% Narrow Bezel ","Intel Core i5 8300H","8 GB DDR4 2666 MHz","NVIDIA GeForce GTX 1050 4 GB GDDR5","Windows 10","1.86 Kg","https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rc-230vn-i5-8300h"
"MSI GF63 8RD-218VN/i7-8750H","25.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png","15.6 inchs 60Hz IPS 45% Narrow Bezel ","Intel Core i7 8750H","8 GB DDR4 2666 MHz","NVIDIA GeForce GTX 1050Ti 4 GB","Windows 10 Home ","1.86 Kg","https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rd-218vn-i7-8750h"
"MSI PS42 8M-296VN/i5-8250U","20.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716674080294712_MSI-PS42-8M.png","14.0 inchs IPS 72% Narrow Bezel ","Intel Core i5 8250U","8 GB DDR4 2666 MHz","UMA Share","Windows10 Home ","1.18 Kg","https://fptshop.com.vn//may-tinh-xach-tay/msi-ps42-8m-296vn-i5-8250u"
"MSI GF63 8RD-447VN/i7-8750H/8GB+16GB Optane/1TB/GTX1050TI 4GB/WIN10","25.890.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778748543356333_MSI-GF63-8RD-447VN.png","15.6 inchs IPS FHD","Intel Core i7 8750H","8GB + 16GB Optane DDR4 2666 MHz","GeForce® GTX 1050 Ti 4 GB","Windows 10 Home","1.86 kg","https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rd-447vn-i7-8750h"
"MSI GF63 8RC-452VN/CORE I5-8300H/8GB+16GB Optane/1TB/1050 4GB/WIN10","22.390.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png","15.6 inchs IPS FHD","Intel Core i5 8300H","8GB + 16GB Optane DDR4 2666 MHz","NVIDIA GeForce® GTX 1050 4 GB","Windows 10 Home SL 64","1.86 kg","https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rc-452vn-core-i5-8300h"
"Dell Vostro V5568/i5-7200U/4GB/1000GB","14.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/26/636788223886436546_Dell-V5568-Silver.png","15.6 inchs Anti - Glare","Intel Core i5 7200U","4 GB DDR4 2400 MHz","Intel HD 620 Graphics Shared ","Ubuntu","~2 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v5568-core-i5-7200u"
"Dell Ins N3567","11.190.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625867372758513_Dell-N3567.png","15.6 inch  HD LED"," Intel Core i3 6006U","4 GB DDR3L 1600 Mhz","AMD R5 430 DDR3 2 GB"," Free DOS","2.3 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-n3567"
"Dell N5570A","24.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/24/636523989448777180_Dell-N5570 1.png","15.6 inch FHD non-touch Anti Glare LED Backlit Display","Intel Core i7 8550U","8 GB DDR4 2400 MHz","AMD Radeon 530 4GB GDDR5","Windows 10","2.2 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Dell-N5570A"
"Dell INS N5379","22.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/31/636530165324640184_Dell-Ins-N5379.png","13.3 inchs WLED touch screen IPS ","Intel Core i5 8250U","8 GB DDR4 2400 MHz","intel UHD Graphics 620  Shared","Windows 10 Home Single Language 64-BIT","1.63 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Dell-INS-N5379"
"Dell Ins N7370/Core i7-8550U","26.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469427023883673_Dell-Ins-N7370.png","13.3 inchs IPS FHD","Intel Core i7 8550U","8 GB DDR4 2400 MHz","Intel UHD Graphics 620  Shared","Windows 10 Home Single Language 64-BIT","1.42 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Dell-Ins-13-7370-core-i7-8550u"
"Dell Vostro 5471","17.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/1/636530775208517587_Dell-Vostro-5471.png","14.0 inchs Anti-glare LED-backlit display","Intel Core i5 8250U ","4 GB DDR4 2400 MHz","Intel(R) HD Graphics 620 Shared","Windows 10 Home Single Language English ","1.669 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Dell-Vostro-5471"
"Dell N5370A","19.190.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469427023883673_Dell-Ins-N7370.png","13.3 inch FHD non-touch Anti-glare LED-Backlit Display","Intel Core i5 8250U","4 GB DDR4 2400 MHz","Intel UHD Graphics 620 Shared system memory","Windows 10","1.41 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Dell-N5370A"
"Dell Inspiron N7588","29.790.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661251067964123_7588.png","15.6 inchs IPS FHD","Intel Core i7 8750H","8 GB DDR4 2400 MHz","NVIDIA GeForce GTX 1050 Ti 4 GB","Dos","2.70 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n7588"
"Dell XPS15/i7-8750H","52.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/6/14/636645880857584545_Xps-13.jpg","15.6 inchs InfinityEdge display","Intel  Core i7 8750H","16 GB DDR4 2666 MHz","NVIDIA GEFORCE GTX 1050 4GB GDDR5 4 GB","Windows 10 Home Plus","1.80 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-xps15-i7-8750h"
"Dell N7588B","41.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661251067964123_7588.png","15.6 inchs IPS Anti-Glare LED-Backlit Display","Intel Core i7 8750H","16 GB (2 x 8 GB) DDR4 2666 MHz","NVIDIA GeForce GTX 1060  6 GB GDDR5 ","Windows 10 Home ","2.70 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-n7588b"
"Dell N7588A","32.790.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661251067964123_7588.png","15.6 inchs IPS Anti-Glare LED-Backlit Display","Intel Core i7 8750H","8 GB DDR4 2666 MHz","NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 ","Windows 10 Home ","2.70 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-n7588a"
"Dell Vostro 3568/Core i3-7020U/VTI32072W","11.590.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/14/636356276772677789_Dell-V3568.png","15.6 inches Anti-Glare LED-Backlit Display","Intel Core i3 7020U ","4 GB DDR4 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home Single Language English","2.18 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-3568-core-i3-7020u-vti32072w"
"Dell Vostro V5471/i7-8550U","27.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/12/636670012944985307_Dell-Vostro-V5471.png","14.0 inchs Anti-Glare LED-Backlit Display","Intel  Core i7 8550U","8GB DDR4 2400 MHz","AMD Radeon 530 4 GB GDDR5","Windows 10 Home Plus Single Language English","1.685 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v5471-i7-8550u"
"Dell XPS13 9370","44.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/6/14/636645880857584545_Xps-13.jpg","13.3‐inchs  FullHD InfinityEdge display","Intel Core i7 8550U","8 GB LPDDR3 1866 MHz","Intel UHD Graphics 620  Shared","Windows 10 Home Single Language 64-BIT","1.21 Kg","https://fptshop.com.vn//may-tinh-xach-tay/dell-xps13-9370"
"Dell Inspiron 5570","17.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/22/636522270202372028_Dell-N5570.png","15.6 Inches WLED ","Intel  Core i5  8250U","4 GB DDR4 2400 MHz","AMD Radeon 530 2 GB","Windows 10 Home 64-Bit ","2.33 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Dell-Inspiron-5570"
"Vostro 3468/Core i3-7020U/4Gb/1000Gb/Win 10","11.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/15/636516228204780888_Dell-Vostro-3468.png","14.0 inchs Anti - Glare","Intel Core i3 7020U","4 GB DDR4 2400 MHz","Intel® HD Graphics 620 Shared ","Windows 10 Home","1.95 kg","https://fptshop.com.vn//may-tinh-xach-tay/vostro-3468-core-i3-7020Uu-4gb"
